Supplier Name,Supplier #,Supplier Site,Payment Number,Payment Date,Payment Currency,Payment Amount,Invoice Number,Invoice Description,Invoice Date,Invoice Amount,Invoice Currency,Inv Amount Withheld,Inv Discount Taken,Inv Amount Paid,Line Amount,Line Description,VIN,Work Order,PO #,Contractor,Week Ending,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62462120,18-APR-25,USD,734.49,10386104855	,3C4NJDDB6NT222851 From DENVER CO 80234 To AURORA CO 80011 Operable,16-APR-25,80.00,USD,,0.00,80.00,80.00,BASE,3C4NJDDB6NT222851,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62462120,18-APR-25,USD,734.49,10386104855	,3C4NJDDB6NT222851 From DENVER CO 80234 To AURORA CO 80011 Operable,16-APR-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,3C4NJDDB6NT222851,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62462120,18-APR-25,USD,734.49,10386105708	,1C4SJVFJ2NS118680 From DENVER CO 80234 To AURORA CO 80011 Operable,16-APR-25,100.00,USD,,0.00,100.00,100.00,BASE,1C4SJVFJ2NS118680,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62462120,18-APR-25,USD,734.49,10386105708	,1C4SJVFJ2NS118680 From DENVER CO 80234 To AURORA CO 80011 Operable,16-APR-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,1C4SJVFJ2NS118680,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62462120,18-APR-25,USD,734.49,10369061869_040825	,,08-APR-25,50.00,USD,,0.00,50.00,50.00,,3N1CN8EV0ML837800,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62462120,18-APR-25,USD,734.49,10369062497_040825	,,08-APR-25,50.00,USD,,0.00,50.00,50.00,,3C4NJCCB9LT170785,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62462120,18-APR-25,USD,734.49,10369062522_040825	,,08-APR-25,50.00,USD,,0.00,50.00,50.00,,JHMGE8H34CS001317,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62462120,18-APR-25,USD,734.49,10386547114	,3GN7DLRP1SS124883 From BROOMFIELD CO 80020 To AURORA CO 80011 Operable,16-APR-25,80.00,USD,,0.00,80.00,80.00,BASE,3GN7DLRP1SS124883,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62462120,18-APR-25,USD,734.49,10386547114	,3GN7DLRP1SS124883 From BROOMFIELD CO 80020 To AURORA CO 80011 Operable,16-APR-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,3GN7DLRP1SS124883,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62462120,18-APR-25,USD,734.49,10372759321_040825	,,08-APR-25,50.00,USD,,0.00,50.00,50.00,,SADCZ2EE6LA646603,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62462120,18-APR-25,USD,734.49,10383554915_040925	,,09-APR-25,50.00,USD,,0.00,50.00,50.00,,KMUHBDSB7NU099755,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62462120,18-APR-25,USD,734.49,10383947904_040925	,,09-APR-25,50.00,USD,,0.00,50.00,50.00,,4JGDM2EB7PA015011,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62462120,18-APR-25,USD,734.49,10387520185	,5TDDZRBH8NS186163 From HENDERSON CO 80640 To AURORA CO 80011 Operable,17-APR-25,100.00,USD,,0.00,100.00,100.00,BASE,5TDDZRBH8NS186163,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62462120,18-APR-25,USD,734.49,10387520185	,5TDDZRBH8NS186163 From HENDERSON CO 80640 To AURORA CO 80011 Operable,17-APR-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,5TDDZRBH8NS186163,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62462120,18-APR-25,USD,734.49,10389807006	,JF2SKADC1NH434791 From ENGLEWOOD CO 80113 To AURORA CO 80011 Operable,17-APR-25,74.49,USD,,0.00,74.49,74.49,BASE,JF2SKADC1NH434791,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62462120,18-APR-25,USD,734.49,10389807006	,JF2SKADC1NH434791 From ENGLEWOOD CO 80113 To AURORA CO 80011 Operable,17-APR-25,74.49,USD,,0.00,74.49,0.00,Fuel Surcharge Per Mile,JF2SKADC1NH434791,,,,,

