Supplier Name,Supplier #,Supplier Site,Payment Number,Payment Date,Payment Currency,Payment Amount,Invoice Number,Invoice Description,Invoice Date,Invoice Amount,Invoice Currency,Inv Amount Withheld,Inv Discount Taken,Inv Amount Paid,Line Amount,Line Description,VIN,Work Order,PO #,Contractor,Week Ending,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62494608,15-MAY-25,USD,888.77,10398493353	,1FT8X3B60BEC42424 From BROOMFIELD CO 80020 To AURORA CO 80011 Operable,14-MAY-25,150.00,USD,,0.00,150.00,150.00,BASE,1FT8X3B60BEC42424,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62494608,15-MAY-25,USD,888.77,10398493353	,1FT8X3B60BEC42424 From BROOMFIELD CO 80020 To AURORA CO 80011 Operable,14-MAY-25,150.00,USD,,0.00,150.00,0.00,Fuel Surcharge Per Mile,1FT8X3B60BEC42424,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62494608,15-MAY-25,USD,888.77,10400872488	,KNAFX4A80G5532103 From BRIGHTON CO 80603 To AURORA CO 80011 Inoperable,14-MAY-25,143.05,USD,,0.00,143.05,143.05,BASE,KNAFX4A80G5532103,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62494608,15-MAY-25,USD,888.77,10403231472	,2FMDK4GC1DBC41729 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,14-MAY-25,100.00,USD,,0.00,100.00,100.00,BASE,2FMDK4GC1DBC41729,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62494608,15-MAY-25,USD,888.77,10403231472	,2FMDK4GC1DBC41729 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,14-MAY-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,2FMDK4GC1DBC41729,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62494608,15-MAY-25,USD,888.77,10398493329	,1FT8X3B66FEA90400 From BROOMFIELD CO 80020 To AURORA CO 80011 Operable,14-MAY-25,150.00,USD,,0.00,150.00,150.00,BASE,1FT8X3B66FEA90400,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62494608,15-MAY-25,USD,888.77,10398493329	,1FT8X3B66FEA90400 From BROOMFIELD CO 80020 To AURORA CO 80011 Operable,14-MAY-25,150.00,USD,,0.00,150.00,0.00,Fuel Surcharge Per Mile,1FT8X3B66FEA90400,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62494608,15-MAY-25,USD,888.77,10403660668	,1GCHSCEA4N1127738 From BRIGHTON CO 80601 To AURORA CO 80011 Operable,14-MAY-25,100.00,USD,,0.00,100.00,100.00,BASE,1GCHSCEA4N1127738,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62494608,15-MAY-25,USD,888.77,10403660668	,1GCHSCEA4N1127738 From BRIGHTON CO 80601 To AURORA CO 80011 Operable,14-MAY-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,1GCHSCEA4N1127738,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62494608,15-MAY-25,USD,888.77,10403394724	,KNDPC3A67C7349260 From BRIGHTON CO 80603 To AURORA CO 80011 Inoperable,14-MAY-25,145.72,USD,,0.00,145.72,145.72,BASE,KNDPC3A67C7349260,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62494608,15-MAY-25,USD,888.77,10402169876	,1GCWGAFP9N1218214 From NORTHGLENN CO 80234 To AURORA CO 80011 Operable,13-MAY-25,100.00,USD,,0.00,100.00,100.00,BASE,1GCWGAFP9N1218214,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62494608,15-MAY-25,USD,888.77,10402169876	,1GCWGAFP9N1218214 From NORTHGLENN CO 80234 To AURORA CO 80011 Operable,13-MAY-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,1GCWGAFP9N1218214,,,,,

