Supplier Name,Supplier #,Supplier Site,Payment Number,Payment Date,Payment Currency,Payment Amount,Invoice Number,Invoice Description,Invoice Date,Invoice Amount,Invoice Currency,Inv Amount Withheld,Inv Discount Taken,Inv Amount Paid,Line Amount,Line Description,VIN,Work Order,PO #,Contractor,Week Ending,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62474221,30-APR-25,USD,612.12,10395098314	,KM8KNDA8XSU003341 From WESTMINSTER CO 80234 To AURORA CO 80011 Operable,29-APR-25,80.00,USD,,0.00,80.00,80.00,BASE,KM8KNDA8XSU003341,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62474221,30-APR-25,USD,612.12,10395098314	,KM8KNDA8XSU003341 From WESTMINSTER CO 80234 To AURORA CO 80011 Operable,29-APR-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,KM8KNDA8XSU003341,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62474221,30-APR-25,USD,612.12,10395097708	,KM8KRDAF1PU217709 From WESTMINSTER CO 80234 To AURORA CO 80011 Operable,29-APR-25,80.00,USD,,0.00,80.00,80.00,BASE,KM8KRDAF1PU217709,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62474221,30-APR-25,USD,612.12,10395097708	,KM8KRDAF1PU217709 From WESTMINSTER CO 80234 To AURORA CO 80011 Operable,29-APR-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,KM8KRDAF1PU217709,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62474221,30-APR-25,USD,612.12,10393213729	,1N4BL4DV0NN323770 From DENVER CO 80234 To AURORA CO 80011 Operable,28-APR-25,80.00,USD,,0.00,80.00,80.00,BASE,1N4BL4DV0NN323770,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62474221,30-APR-25,USD,612.12,10393213729	,1N4BL4DV0NN323770 From DENVER CO 80234 To AURORA CO 80011 Operable,28-APR-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1N4BL4DV0NN323770,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62474221,30-APR-25,USD,612.12,10395195995	,5N1BT3BB8NC712418 From DENVER CO 80234 To AURORA CO 80011 Operable,28-APR-25,80.00,USD,,0.00,80.00,80.00,BASE,5N1BT3BB8NC712418,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62474221,30-APR-25,USD,612.12,10395195995	,5N1BT3BB8NC712418 From DENVER CO 80234 To AURORA CO 80011 Operable,28-APR-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,5N1BT3BB8NC712418,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62474221,30-APR-25,USD,612.12,10393616277	,1FTNE1YG5FKB05497 From LAKEWOOD CO 80215 To AURORA CO 80011 Operable,28-APR-25,92.12,USD,,0.00,92.12,92.12,BASE,1FTNE1YG5FKB05497,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62474221,30-APR-25,USD,612.12,10394306426	,KM8JCCD15RU218856 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,29-APR-25,100.00,USD,,0.00,100.00,100.00,BASE,KM8JCCD15RU218856,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62474221,30-APR-25,USD,612.12,10394306426	,KM8JCCD15RU218856 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,29-APR-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,KM8JCCD15RU218856,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62474221,30-APR-25,USD,612.12,10395699487	,5UXTR9C56KLD95304 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,29-APR-25,100.00,USD,,0.00,100.00,100.00,BASE,5UXTR9C56KLD95304,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62474221,30-APR-25,USD,612.12,10395699487	,5UXTR9C56KLD95304 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,29-APR-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,5UXTR9C56KLD95304,,,,,

