Supplier Name,Supplier #,Supplier Site,Payment Number,Payment Date,Payment Currency,Payment Amount,Invoice Number,Invoice Description,Invoice Date,Invoice Amount,Invoice Currency,Inv Amount Withheld,Inv Discount Taken,Inv Amount Paid,Line Amount,Line Description,VIN,Work Order,PO #,Contractor,Week Ending,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62454861,12-APR-25,USD,815.48,10383204632	,1FT7X2B60MEC09397 From PARKER CO 80134 To AURORA CO 80011 Operable,10-APR-25,143.48,USD,,0.00,143.48,143.48,BASE,1FT7X2B60MEC09397,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62454861,12-APR-25,USD,815.48,10383292225	,1FTBF2BA0PED43249 From PARKER CO 80134 To AURORA CO 80011 Operable,10-APR-25,93.82,USD,,0.00,93.82,93.82,BASE,1FTBF2BA0PED43249,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62454861,12-APR-25,USD,815.48,10385669200	,3GNAXUEV8ML366400 From ENGLEWOOD CO 80112 To AURORA CO 80011 Operable,11-APR-25,80.00,USD,,0.00,80.00,80.00,BASE,3GNAXUEV8ML366400,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62454861,12-APR-25,USD,815.48,10385576823	,4S4WMAPD2N3426240 From ENGLEWOOD CO 80113 To AURORA CO 80011 Operable,11-APR-25,74.49,USD,,0.00,74.49,74.49,BASE,4S4WMAPD2N3426240,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62454861,12-APR-25,USD,815.48,10384019704	,1J4GX58N74C175383 From DENVER CO 80209 To AURORA CO 80011 Operable,11-APR-25,100.00,USD,,0.00,100.00,100.00,BASE,1J4GX58N74C175383,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62454861,12-APR-25,USD,815.48,10383202981	,1FT7W2B61EEB68203 From PARKER CO 80134 To AURORA CO 80011 Operable,10-APR-25,93.82,USD,,0.00,93.82,93.82,BASE,1FT7W2B61EEB68203,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62454861,12-APR-25,USD,815.48,10387487268	,4S4BTADC5N3224618 From ENGLEWOOD CO 80113 To AURORA CO 80011 Operable,11-APR-25,74.49,USD,,0.00,74.49,74.49,BASE,4S4BTADC5N3224618,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62454861,12-APR-25,USD,815.48,10385724283	,1FMSK8DH2NGA49616 From CENTENNIAL CO 80112 To AURORA CO 80011 Operable,11-APR-25,77.69,USD,,0.00,77.69,77.69,BASE,1FMSK8DH2NGA49616,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62454861,12-APR-25,USD,815.48,10382643452	,2GNAXUEV9N6107260 From ENGLEWOOD CO 80112 To AURORA CO 80011 Operable,11-APR-25,77.69,USD,,0.00,77.69,77.69,BASE,2GNAXUEV9N6107260,,,,,

