Supplier Name,Supplier #,Supplier Site,Payment Number,Payment Date,Payment Currency,Payment Amount,Invoice Number,Invoice Description,Invoice Date,Invoice Amount,Invoice Currency,Inv Amount Withheld,Inv Discount Taken,Inv Amount Paid,Line Amount,Line Description,VIN,Work Order,PO #,Contractor,Week Ending,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62460162,17-APR-25,USD,971.74,10388839699	,SADHD2S10N1621270 From BROOMFIELD CO 80020 To AURORA CO 80011 Operable,15-APR-25,80.00,USD,,0.00,80.00,80.00,BASE,SADHD2S10N1621270,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62460162,17-APR-25,USD,971.74,10388839699	,SADHD2S10N1621270 From BROOMFIELD CO 80020 To AURORA CO 80011 Operable,15-APR-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,SADHD2S10N1621270,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62460162,17-APR-25,USD,971.74,10388839766	,SADHD2S11N1621276 From BROOMFIELD CO 80020 To AURORA CO 80011 Operable,15-APR-25,80.00,USD,,0.00,80.00,80.00,BASE,SADHD2S11N1621276,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62460162,17-APR-25,USD,971.74,10388839766	,SADHD2S11N1621276 From BROOMFIELD CO 80020 To AURORA CO 80011 Operable,15-APR-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,SADHD2S11N1621276,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62460162,17-APR-25,USD,971.74,10383922716	,5NMP4DGL7RH014484 From GREENWOOD VILLAGE CO 80111 To AURORA CO 80011 Operable,15-APR-25,74.49,USD,,0.00,74.49,74.49,BASE,5NMP4DGL7RH014484,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62460162,17-APR-25,USD,971.74,10383922717	,KMHM54AC9SA095296 From GREENWOOD VILLAGE CO 80111 To AURORA CO 80011 Operable,15-APR-25,74.49,USD,,0.00,74.49,74.49,BASE,KMHM54AC9SA095296,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62460162,17-APR-25,USD,971.74,10387482498	,3KPF44ACXPE653001 From BRIGHTON CO 80603 To AURORA CO 80011 Inoperable,16-APR-25,159.80,USD,,0.00,159.80,159.80,BASE,3KPF44ACXPE653001,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62460162,17-APR-25,USD,971.74,10383922698	,3KMJBCDE9SE019286 From GREENWOOD VILLAGE CO 80111 To AURORA CO 80011 Operable,15-APR-25,74.49,USD,,0.00,74.49,74.49,BASE,3KMJBCDE9SE019286,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62460162,17-APR-25,USD,971.74,10383922714	,KM8KRDDF3RU281801 From GREENWOOD VILLAGE CO 80111 To AURORA CO 80011 Operable,15-APR-25,74.49,USD,,0.00,74.49,74.49,BASE,KM8KRDDF3RU281801,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62460162,17-APR-25,USD,971.74,10385741630	,KM8KRDDFXRU295811 From GREENWOOD VILLAGE CO 80111 To AURORA CO 80011 Operable,15-APR-25,74.49,USD,,0.00,74.49,74.49,BASE,KM8KRDDFXRU295811,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62460162,17-APR-25,USD,971.74,10386435134	,1GCUYDED2MZ211201 From HENDERSON CO 80640 To AURORA CO 80011 Operable,16-APR-25,125.00,USD,,0.00,125.00,125.00,BASE,1GCUYDED2MZ211201,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62460162,17-APR-25,USD,971.74,10386435134	,1GCUYDED2MZ211201 From HENDERSON CO 80640 To AURORA CO 80011 Operable,16-APR-25,125.00,USD,,0.00,125.00,0.00,Fuel Surcharge Per Mile,1GCUYDED2MZ211201,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62460162,17-APR-25,USD,971.74,10383922718	,5NMP5DGL3SH092893 From GREENWOOD VILLAGE CO 80111 To AURORA CO 80011 Operable,15-APR-25,74.49,USD,,0.00,74.49,74.49,BASE,5NMP5DGL3SH092893,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62460162,17-APR-25,USD,971.74,10385883553	,1N4AZ1BV9RC554597 From DENVER CO 80234 To AURORA CO 80011 Operable,15-APR-25,80.00,USD,,0.00,80.00,80.00,BASE,1N4AZ1BV9RC554597,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62460162,17-APR-25,USD,971.74,10385883553	,1N4AZ1BV9RC554597 From DENVER CO 80234 To AURORA CO 80011 Operable,15-APR-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1N4AZ1BV9RC554597,,,,,

