Supplier Name,Supplier #,Supplier Site,Payment Number,Payment Date,Payment Currency,Payment Amount,Invoice Number,Invoice Description,Invoice Date,Invoice Amount,Invoice Currency,Inv Amount Withheld,Inv Discount Taken,Inv Amount Paid,Line Amount,Line Description,VIN,Work Order,PO #,Contractor,Week Ending,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62447466,08-APR-25,USD,979.04,10381601681	,1C4HJXEG5MW861241 From ENGLEWOOD CO 80112 To AURORA CO 80011 Operable,04-APR-25,77.69,USD,,0.00,77.69,77.69,BASE,1C4HJXEG5MW861241,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62447466,08-APR-25,USD,979.04,10382282333	,4JGBF71E17A230706 From LITTLETON CO 80128 To AURORA CO 80011 Operable,07-APR-25,80.57,USD,,0.00,80.57,80.57,BASE,4JGBF71E17A230706,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62447466,08-APR-25,USD,979.04,10379885792	,3GNAXUEV6LL204862 From BRIGHTON CO 80601 To AURORA CO 80011 Operable,04-APR-25,100.00,USD,,0.00,100.00,100.00,BASE,3GNAXUEV6LL204862,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62447466,08-APR-25,USD,979.04,10379885792	,3GNAXUEV6LL204862 From BRIGHTON CO 80601 To AURORA CO 80011 Operable,04-APR-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,3GNAXUEV6LL204862,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62447466,08-APR-25,USD,979.04,10382534905	,2GNAXUEV4K6272838 From ENGLEWOOD CO 80113 To AURORA CO 80011 Operable,07-APR-25,74.49,USD,,0.00,74.49,74.49,BASE,2GNAXUEV4K6272838,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62447466,08-APR-25,USD,979.04,10382744250	,1N4CZ1CV4PC559517 From DENVER CO 80234 To AURORA CO 80011 Operable,04-APR-25,80.00,USD,,0.00,80.00,80.00,BASE,1N4CZ1CV4PC559517,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62447466,08-APR-25,USD,979.04,10382744250	,1N4CZ1CV4PC559517 From DENVER CO 80234 To AURORA CO 80011 Operable,04-APR-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1N4CZ1CV4PC559517,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62447466,08-APR-25,USD,979.04,10381789095	,KNDC4DLC1N5058790 From CENTENNIAL CO 80112 To AURORA CO 80011 Operable,04-APR-25,77.69,USD,,0.00,77.69,77.69,BASE,KNDC4DLC1N5058790,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62447466,08-APR-25,USD,979.04,10383076696	,1FTFW1ED5MFC95139 From PARKER CO 80134 To AURORA CO 80011 Operable,04-APR-25,93.82,USD,,0.00,93.82,93.82,BASE,1FTFW1ED5MFC95139,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62447466,08-APR-25,USD,979.04,10381673567	,1FTFW1ET5EKE55391 From BRIGHTON CO 80603 To AURORA CO 80011 Inoperable,07-APR-25,169.78,USD,,0.00,169.78,169.78,BASE,1FTFW1ET5EKE55391,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62447466,08-APR-25,USD,979.04,10384399405	,3C4NJCCB9JT362379 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,07-APR-25,100.00,USD,,0.00,100.00,100.00,BASE,3C4NJCCB9JT362379,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62447466,08-APR-25,USD,979.04,10384399405	,3C4NJCCB9JT362379 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,07-APR-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,3C4NJCCB9JT362379,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62447466,08-APR-25,USD,979.04,10381206826	,1C4SJVDPXRS173617 From BRIGHTON CO 80601 To AURORA CO 80011 Operable,04-APR-25,125.00,USD,,0.00,125.00,125.00,BASE,1C4SJVDPXRS173617,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62447466,08-APR-25,USD,979.04,10381206826	,1C4SJVDPXRS173617 From BRIGHTON CO 80601 To AURORA CO 80011 Operable,04-APR-25,125.00,USD,,0.00,125.00,0.00,Fuel Surcharge Per Mile,1C4SJVDPXRS173617,,,,,

