Supplier Name,Supplier #,Supplier Site,Payment Number,Payment Date,Payment Currency,Payment Amount,Invoice Number,Invoice Description,Invoice Date,Invoice Amount,Invoice Currency,Inv Amount Withheld,Inv Discount Taken,Inv Amount Paid,Line Amount,Line Description,VIN,Work Order,PO #,Contractor,Week Ending,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62621353,05-SEP-25,USD,683.96,10457497752	,1N4CZ1CV5SC558627 From DENVER CO 80234 To AURORA CO 80011 Operable,03-SEP-25,80.00,USD,,0.00,80.00,80.00,BASE,1N4CZ1CV5SC558627,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62621353,05-SEP-25,USD,683.96,10457497752	,1N4CZ1CV5SC558627 From DENVER CO 80234 To AURORA CO 80011 Operable,03-SEP-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1N4CZ1CV5SC558627,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62621353,05-SEP-25,USD,683.96,10459357998	,1N4CZ1CV5RC556693 From DENVER CO 80234 To AURORA CO 80011 Operable,03-SEP-25,80.00,USD,,0.00,80.00,80.00,BASE,1N4CZ1CV5RC556693,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62621353,05-SEP-25,USD,683.96,10459357998	,1N4CZ1CV5RC556693 From DENVER CO 80234 To AURORA CO 80011 Operable,03-SEP-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1N4CZ1CV5RC556693,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62621353,05-SEP-25,USD,683.96,10457497485	,JN1CF0BB0PM709320 From DENVER CO 80234 To AURORA CO 80011 Operable,03-SEP-25,80.00,USD,,0.00,80.00,80.00,BASE,JN1CF0BB0PM709320,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62621353,05-SEP-25,USD,683.96,10457497485	,JN1CF0BB0PM709320 From DENVER CO 80234 To AURORA CO 80011 Operable,03-SEP-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,JN1CF0BB0PM709320,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62621353,05-SEP-25,USD,683.96,10457729388	,W1KWF8DB2MR646358 From WESTMINSTER CO 80020 To AURORA CO 80011 Operable,04-SEP-25,80.00,USD,,0.00,80.00,80.00,BASE,W1KWF8DB2MR646358,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62621353,05-SEP-25,USD,683.96,10457729388	,W1KWF8DB2MR646358 From WESTMINSTER CO 80020 To AURORA CO 80011 Operable,04-SEP-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,W1KWF8DB2MR646358,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62621353,05-SEP-25,USD,683.96,10460049288	,1N4AZ1BV6SC561416 From DENVER CO 80234 To AURORA CO 80011 Operable,04-SEP-25,80.00,USD,,0.00,80.00,80.00,BASE,1N4AZ1BV6SC561416,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62621353,05-SEP-25,USD,683.96,10460049288	,1N4AZ1BV6SC561416 From DENVER CO 80234 To AURORA CO 80011 Operable,04-SEP-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1N4AZ1BV6SC561416,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62621353,05-SEP-25,USD,683.96,10456956659	,4T3RWRFV8NU054338 From ERIE CO 80516 To AURORA CO 80011 Operable,04-SEP-25,80.00,USD,,0.00,80.00,80.00,BASE,4T3RWRFV8NU054338,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62621353,05-SEP-25,USD,683.96,10456956659	,4T3RWRFV8NU054338 From ERIE CO 80516 To AURORA CO 80011 Operable,04-SEP-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,4T3RWRFV8NU054338,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62621353,05-SEP-25,USD,683.96,10459923254	,JN1BZ4AH3SM410316 From DENVER CO 80234 To AURORA CO 80011 Operable,04-SEP-25,80.00,USD,,0.00,80.00,80.00,BASE,JN1BZ4AH3SM410316,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62621353,05-SEP-25,USD,683.96,10459923254	,JN1BZ4AH3SM410316 From DENVER CO 80234 To AURORA CO 80011 Operable,04-SEP-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,JN1BZ4AH3SM410316,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62621353,05-SEP-25,USD,683.96,10457765740	,5UXFF0C55ALJ99917 From BROOMFIELD CO 80020 To AURORA CO 80011 Inoperable,04-SEP-25,123.96,USD,,0.00,123.96,123.96,BASE,5UXFF0C55ALJ99917,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62621353,05-SEP-25,USD,683.96,10457765740	,5UXFF0C55ALJ99917 From BROOMFIELD CO 80020 To AURORA CO 80011 Inoperable,04-SEP-25,123.96,USD,,0.00,123.96,0.00,Fuel Surcharge Per Mile,5UXFF0C55ALJ99917,,,,,

