Supplier Name,Supplier #,Supplier Site,Payment Number,Payment Date,Payment Currency,Payment Amount,Invoice Number,Invoice Description,Invoice Date,Invoice Amount,Invoice Currency,Inv Amount Withheld,Inv Discount Taken,Inv Amount Paid,Line Amount,Line Description,VIN,Work Order,PO #,Contractor,Week Ending,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62677404,23-OCT-25,USD,572.00,10484746998	,KMHLS4DG8SU865070 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,22-OCT-25,100.00,USD,,0.00,100.00,100.00,BASE,KMHLS4DG8SU865070,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62677404,23-OCT-25,USD,572.00,10484746998	,KMHLS4DG8SU865070 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,22-OCT-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,KMHLS4DG8SU865070,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62677404,23-OCT-25,USD,572.00,10482630787	,WA15AAFY3N2111721 From HENDERSON CO 80640 To AURORA CO 80011 Operable,22-OCT-25,100.00,USD,,0.00,100.00,100.00,BASE,WA15AAFY3N2111721,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62677404,23-OCT-25,USD,572.00,10482630787	,WA15AAFY3N2111721 From HENDERSON CO 80640 To AURORA CO 80011 Operable,22-OCT-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,WA15AAFY3N2111721,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62677404,23-OCT-25,USD,572.00,10482454070	,JN8AZ2NC3G9400217 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,22-OCT-25,100.00,USD,,0.00,100.00,100.00,BASE,JN8AZ2NC3G9400217,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62677404,23-OCT-25,USD,572.00,10482454070	,JN8AZ2NC3G9400217 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,22-OCT-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,JN8AZ2NC3G9400217,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62677404,23-OCT-25,USD,572.00,10482824366	,1N4AZ1BV3SC561261 From DENVER CO 80234 To AURORA CO 80011 Operable,22-OCT-25,80.00,USD,,0.00,80.00,80.00,BASE,1N4AZ1BV3SC561261,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62677404,23-OCT-25,USD,572.00,10482824366	,1N4AZ1BV3SC561261 From DENVER CO 80234 To AURORA CO 80011 Operable,22-OCT-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1N4AZ1BV3SC561261,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62677404,23-OCT-25,USD,572.00,10484748594	,1N6ED1EK8NN609208 From DENVER CO 80234 To AURORA CO 80011 Operable,22-OCT-25,80.00,USD,,0.00,80.00,80.00,BASE,1N6ED1EK8NN609208,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62677404,23-OCT-25,USD,572.00,10484748594	,1N6ED1EK8NN609208 From DENVER CO 80234 To AURORA CO 80011 Operable,22-OCT-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1N6ED1EK8NN609208,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62677404,23-OCT-25,USD,572.00,10485426990	,1C6RRFFG2MN538428 From TULSA OK 74116 To TULSA OK 74133 Operable,21-OCT-25,112.00,USD,,0.00,112.00,112.00,BASE,1C6RRFFG2MN538428,,,,,

