Supplier Name,Supplier #,Supplier Site,Payment Number,Payment Date,Payment Currency,Payment Amount,Invoice Number,Invoice Description,Invoice Date,Invoice Amount,Invoice Currency,Inv Amount Withheld,Inv Discount Taken,Inv Amount Paid,Line Amount,Line Description,VIN,Work Order,PO #,Contractor,Week Ending,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62560328,15-JUL-25,USD,825.00,10425942668	,1GKS2BKD7MR161255 From THORNTON CO 80234 To AURORA CO 80011 Operable,11-JUL-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1GKS2BKD7MR161255,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62560328,15-JUL-25,USD,825.00,10429914569	,1N4CZ1CV1RC552026 From DENVER CO 80234 To AURORA CO 80011 Operable,12-JUL-25,80.00,USD,,0.00,80.00,80.00,BASE,1N4CZ1CV1RC552026,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62560328,15-JUL-25,USD,825.00,10429914569	,1N4CZ1CV1RC552026 From DENVER CO 80234 To AURORA CO 80011 Operable,12-JUL-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1N4CZ1CV1RC552026,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62560328,15-JUL-25,USD,825.00,10429914501	,1N4AZ1BV1SC557936 From DENVER CO 80234 To AURORA CO 80011 Operable,12-JUL-25,80.00,USD,,0.00,80.00,80.00,BASE,1N4AZ1BV1SC557936,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62560328,15-JUL-25,USD,825.00,10429914501	,1N4AZ1BV1SC557936 From DENVER CO 80234 To AURORA CO 80011 Operable,12-JUL-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1N4AZ1BV1SC557936,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62560328,15-JUL-25,USD,825.00,10429914628	,1N4AZ1BV5SC550570 From DENVER CO 80234 To AURORA CO 80011 Operable,12-JUL-25,80.00,USD,,0.00,80.00,80.00,BASE,1N4AZ1BV5SC550570,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62560328,15-JUL-25,USD,825.00,10429914628	,1N4AZ1BV5SC550570 From DENVER CO 80234 To AURORA CO 80011 Operable,12-JUL-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1N4AZ1BV5SC550570,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62560328,15-JUL-25,USD,825.00,10431652970	,1N4CZ1CV3RC552061 From DENVER CO 80234 To AURORA CO 80011 Operable,11-JUL-25,80.00,USD,,0.00,80.00,80.00,BASE,1N4CZ1CV3RC552061,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62560328,15-JUL-25,USD,825.00,10431652970	,1N4CZ1CV3RC552061 From DENVER CO 80234 To AURORA CO 80011 Operable,11-JUL-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1N4CZ1CV3RC552061,,,,,

