Supplier Name,Supplier #,Supplier Site,Payment Number,Payment Date,Payment Currency,Payment Amount,Invoice Number,Invoice Description,Invoice Date,Invoice Amount,Invoice Currency,Inv Amount Withheld,Inv Discount Taken,Inv Amount Paid,Line Amount,Line Description,VIN,Work Order,PO #,Contractor,Week Ending,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62560328,15-JUL-25,USD,825.00,10432640195	,WAUAUDGY0PA070773 From OKLAHOMA CITY OK 73119 To OKLAHOMA CITY OK 73131 Operable,14-JUL-25,85.00,USD,,0.00,85.00,85.00,BASE,WAUAUDGY0PA070773,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62560328,15-JUL-25,USD,825.00,10433535461	,1N4AZ1BV9PC563443 From DENVER CO 80234 To AURORA CO 80011 Operable,12-JUL-25,80.00,USD,,0.00,80.00,80.00,BASE,1N4AZ1BV9PC563443,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62560328,15-JUL-25,USD,825.00,10433535461	,1N4AZ1BV9PC563443 From DENVER CO 80234 To AURORA CO 80011 Operable,12-JUL-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1N4AZ1BV9PC563443,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62560328,15-JUL-25,USD,825.00,10426665184	,W1N9M0KB7PN067226 From WESTMINSTER CO 80020 To AURORA CO 80011 Operable,12-JUL-25,80.00,USD,,0.00,80.00,80.00,BASE,W1N9M0KB7PN067226,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62560328,15-JUL-25,USD,825.00,10426665184	,W1N9M0KB7PN067226 From WESTMINSTER CO 80020 To AURORA CO 80011 Operable,12-JUL-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,W1N9M0KB7PN067226,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62560328,15-JUL-25,USD,825.00,10425915134	,3C4NJDCB8NT170544 From ERIE CO 80516 To AURORA CO 80011 Operable,12-JUL-25,80.00,USD,,0.00,80.00,80.00,BASE,3C4NJDCB8NT170544,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62560328,15-JUL-25,USD,825.00,10425915134	,3C4NJDCB8NT170544 From ERIE CO 80516 To AURORA CO 80011 Operable,12-JUL-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,3C4NJDCB8NT170544,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62560328,15-JUL-25,USD,825.00,10428152206	,5GAEVAKW3NJ168216 From BRIGHTON CO 80601 To AURORA CO 80011 Operable,11-JUL-25,100.00,USD,,0.00,100.00,100.00,BASE,5GAEVAKW3NJ168216,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62560328,15-JUL-25,USD,825.00,10428152206	,5GAEVAKW3NJ168216 From BRIGHTON CO 80601 To AURORA CO 80011 Operable,11-JUL-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,5GAEVAKW3NJ168216,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62560328,15-JUL-25,USD,825.00,10425942668	,1GKS2BKD7MR161255 From THORNTON CO 80234 To AURORA CO 80011 Operable,11-JUL-25,80.00,USD,,0.00,80.00,80.00,BASE,1GKS2BKD7MR161255,,,,,
