Supplier Name,Supplier #,Supplier Site,Payment Number,Payment Date,Payment Currency,Payment Amount,Invoice Number,Invoice Description,Invoice Date,Invoice Amount,Invoice Currency,Inv Amount Withheld,Inv Discount Taken,Inv Amount Paid,Line Amount,Line Description,VIN,Work Order,PO #,Contractor,Week Ending,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62457732,16-APR-25,USD,741.69,10387943745	,1GNFK16357J185587 From BRIGHTON CO 80603 To AURORA CO 80011 Inoperable,15-APR-25,174.02,USD,,0.00,174.02,174.02,BASE,1GNFK16357J185587,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62457732,16-APR-25,USD,741.69,10387943754	,1FADP3L92JL236468 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,15-APR-25,100.00,USD,,0.00,100.00,100.00,BASE,1FADP3L92JL236468,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62457732,16-APR-25,USD,741.69,10387943754	,1FADP3L92JL236468 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,15-APR-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,1FADP3L92JL236468,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62457732,16-APR-25,USD,741.69,10385232076	,2G1WG5E38D1212637 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,15-APR-25,100.00,USD,,0.00,100.00,100.00,BASE,2G1WG5E38D1212637,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62457732,16-APR-25,USD,741.69,10385232076	,2G1WG5E38D1212637 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,15-APR-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,2G1WG5E38D1212637,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62457732,16-APR-25,USD,741.69,10384697358	,2C4RC1S72RR117953 From HENDERSON CO 80640 To AURORA CO 80011 Operable,14-APR-25,100.00,USD,,0.00,100.00,100.00,BASE,2C4RC1S72RR117953,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62457732,16-APR-25,USD,741.69,10384697358	,2C4RC1S72RR117953 From HENDERSON CO 80640 To AURORA CO 80011 Operable,14-APR-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,2C4RC1S72RR117953,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62457732,16-APR-25,USD,741.69,10388714193	,JF2SKAFC9MH534116 From DENVER CO 80234 To AURORA CO 80011 Operable,15-APR-25,80.00,USD,,0.00,80.00,80.00,BASE,JF2SKAFC9MH534116,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62457732,16-APR-25,USD,741.69,10388714193	,JF2SKAFC9MH534116 From DENVER CO 80234 To AURORA CO 80011 Operable,15-APR-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,JF2SKAFC9MH534116,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62457732,16-APR-25,USD,741.69,10388182853	,1C4PJLAB0FW620236 From LAKEWOOD CO 80215 To AURORA CO 80011 Operable,14-APR-25,70.64,USD,,0.00,70.64,70.64,BASE,1C4PJLAB0FW620236,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62457732,16-APR-25,USD,741.69,10385038816	,5NMJCCAE0NH059631 From WESTMINSTER CO 80234 To AURORA CO 80011 Inoperable,14-APR-25,117.03,USD,,0.00,117.03,117.03,BASE,5NMJCCAE0NH059631,,,,,

