Supplier Name,Supplier #,Supplier Site,Payment Number,Payment Date,Payment Currency,Payment Amount,Invoice Number,Invoice Description,Invoice Date,Invoice Amount,Invoice Currency,Inv Amount Withheld,Inv Discount Taken,Inv Amount Paid,Line Amount,Line Description,VIN,Work Order,PO #,Contractor,Week Ending,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62574999,26-JUL-25,USD,790.00,10436437028	,1GCGTCEN4N1131459 From HENDERSON CO 80640 To AURORA CO 80011 Operable,24-JUL-25,100.00,USD,,0.00,100.00,100.00,BASE,1GCGTCEN4N1131459,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62574999,26-JUL-25,USD,790.00,10436437028	,1GCGTCEN4N1131459 From HENDERSON CO 80640 To AURORA CO 80011 Operable,24-JUL-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,1GCGTCEN4N1131459,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62574999,26-JUL-25,USD,790.00,10437952666	,1C6SRFMP1SN573205 From BRIGHTON CO 80601 To AURORA CO 80011 Operable,24-JUL-25,125.00,USD,,0.00,125.00,125.00,BASE,1C6SRFMP1SN573205,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62574999,26-JUL-25,USD,790.00,10437952666	,1C6SRFMP1SN573205 From BRIGHTON CO 80601 To AURORA CO 80011 Operable,24-JUL-25,125.00,USD,,0.00,125.00,0.00,Fuel Surcharge Per Mile,1C6SRFMP1SN573205,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62574999,26-JUL-25,USD,790.00,10437047576	,WMZYW5C05L3L05085 From BRIGHTON CO 80601 To AURORA CO 80011 Operable,24-JUL-25,100.00,USD,,0.00,100.00,100.00,BASE,WMZYW5C05L3L05085,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62574999,26-JUL-25,USD,790.00,10437047576	,WMZYW5C05L3L05085 From BRIGHTON CO 80601 To AURORA CO 80011 Operable,24-JUL-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,WMZYW5C05L3L05085,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62574999,26-JUL-25,USD,790.00,10439313619	,1C6RR7KT0ES478516 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,24-JUL-25,125.00,USD,,0.00,125.00,125.00,BASE,1C6RR7KT0ES478516,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62574999,26-JUL-25,USD,790.00,10439313619	,1C6RR7KT0ES478516 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,24-JUL-25,125.00,USD,,0.00,125.00,0.00,Fuel Surcharge Per Mile,1C6RR7KT0ES478516,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62574999,26-JUL-25,USD,790.00,10439514683	,1N4AZ1BV2SC550333 From DENVER CO 80234 To AURORA CO 80011 Operable,25-JUL-25,80.00,USD,,0.00,80.00,80.00,BASE,1N4AZ1BV2SC550333,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62574999,26-JUL-25,USD,790.00,10439514683	,1N4AZ1BV2SC550333 From DENVER CO 80234 To AURORA CO 80011 Operable,25-JUL-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1N4AZ1BV2SC550333,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62574999,26-JUL-25,USD,790.00,10438869576	,JN1DF0BB6PM710640 From DENVER CO 80234 To AURORA CO 80011 Operable,25-JUL-25,80.00,USD,,0.00,80.00,80.00,BASE,JN1DF0BB6PM710640,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62574999,26-JUL-25,USD,790.00,10438869576	,JN1DF0BB6PM710640 From DENVER CO 80234 To AURORA CO 80011 Operable,25-JUL-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,JN1DF0BB6PM710640,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62574999,26-JUL-25,USD,790.00,10436693839	,JTEBU5JR1J5552985 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,24-JUL-25,100.00,USD,,0.00,100.00,100.00,BASE,JTEBU5JR1J5552985,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62574999,26-JUL-25,USD,790.00,10436693839	,JTEBU5JR1J5552985 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,24-JUL-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,JTEBU5JR1J5552985,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62574999,26-JUL-25,USD,790.00,10438869706	,JN1DF0BB9RM737205 From DENVER CO 80234 To AURORA CO 80011 Operable,25-JUL-25,80.00,USD,,0.00,80.00,80.00,BASE,JN1DF0BB9RM737205,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62574999,26-JUL-25,USD,790.00,10438869706	,JN1DF0BB9RM737205 From DENVER CO 80234 To AURORA CO 80011 Operable,25-JUL-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,JN1DF0BB9RM737205,,,,,

