Supplier Name,Supplier #,Supplier Site,Payment Number,Payment Date,Payment Currency,Payment Amount,Invoice Number,Invoice Description,Invoice Date,Invoice Amount,Invoice Currency,Inv Amount Withheld,Inv Discount Taken,Inv Amount Paid,Line Amount,Line Description,VIN,Work Order,PO #,Contractor,Week Ending,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62650006,01-OCT-25,USD,724.86,08312025-PGS	,,31-AUG-25,133.27,USD,,0.00,133.27,133.27,CCL Pain Gain Share Bonus August 2025,,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62650006,01-OCT-25,USD,724.86,10472681001	,2HGFB2F50EH531402 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,30-SEP-25,100.00,USD,,0.00,100.00,100.00,BASE,2HGFB2F50EH531402,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62650006,01-OCT-25,USD,724.86,10472681001	,2HGFB2F50EH531402 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,30-SEP-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,2HGFB2F50EH531402,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62650006,01-OCT-25,USD,724.86,10472679853	,KNDPMCAC9K7535089 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,30-SEP-25,100.00,USD,,0.00,100.00,100.00,BASE,KNDPMCAC9K7535089,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62650006,01-OCT-25,USD,724.86,10472679853	,KNDPMCAC9K7535089 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,30-SEP-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,KNDPMCAC9K7535089,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62650006,01-OCT-25,USD,724.86,10472001753	,1C4RJFCT5FC156961 From BRIGHTON CO 80603 To AURORA CO 80011 Inoperable,30-SEP-25,151.59,USD,,0.00,151.59,151.59,BASE,1C4RJFCT5FC156961,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62650006,01-OCT-25,USD,724.86,10472001753	,1C4RJFCT5FC156961 From BRIGHTON CO 80603 To AURORA CO 80011 Inoperable,30-SEP-25,151.59,USD,,0.00,151.59,0.00,Fuel Surcharge Per Mile,1C4RJFCT5FC156961,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62650006,01-OCT-25,USD,724.86,10471624035	,1N4AZ1BV8SC562888 From DENVER CO 80234 To AURORA CO 80011 Operable,29-SEP-25,80.00,USD,,0.00,80.00,80.00,BASE,1N4AZ1BV8SC562888,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62650006,01-OCT-25,USD,724.86,10471624035	,1N4AZ1BV8SC562888 From DENVER CO 80234 To AURORA CO 80011 Operable,29-SEP-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1N4AZ1BV8SC562888,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62650006,01-OCT-25,USD,724.86,10471623994	,1N4CZ1CV6RC553060 From DENVER CO 80234 To AURORA CO 80011 Operable,29-SEP-25,80.00,USD,,0.00,80.00,80.00,BASE,1N4CZ1CV6RC553060,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62650006,01-OCT-25,USD,724.86,10471623994	,1N4CZ1CV6RC553060 From DENVER CO 80234 To AURORA CO 80011 Operable,29-SEP-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1N4CZ1CV6RC553060,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62650006,01-OCT-25,USD,724.86,10470987102	,1N4CZ1CV7SC560640 From DENVER CO 80234 To AURORA CO 80011 Operable,29-SEP-25,80.00,USD,,0.00,80.00,80.00,BASE,1N4CZ1CV7SC560640,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62650006,01-OCT-25,USD,724.86,10470987102	,1N4CZ1CV7SC560640 From DENVER CO 80234 To AURORA CO 80011 Operable,29-SEP-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1N4CZ1CV7SC560640,,,,,

