Supplier Name,Supplier #,Supplier Site,Payment Number,Payment Date,Payment Currency,Payment Amount,Invoice Number,Invoice Description,Invoice Date,Invoice Amount,Invoice Currency,Inv Amount Withheld,Inv Discount Taken,Inv Amount Paid,Line Amount,Line Description,VIN,Work Order,PO #,Contractor,Week Ending,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62481773,06-MAY-25,USD,540.00,10398399986	,1C4RJHEG7R8576479 From BRIGHTON CO 80601 To AURORA CO 80011 Operable,05-MAY-25,100.00,USD,,0.00,100.00,100.00,BASE,1C4RJHEG7R8576479,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62481773,06-MAY-25,USD,540.00,10398399986	,1C4RJHEG7R8576479 From BRIGHTON CO 80601 To AURORA CO 80011 Operable,05-MAY-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,1C4RJHEG7R8576479,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62481773,06-MAY-25,USD,540.00,10395699876	,1C4RJEAG5LC268283 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,05-MAY-25,100.00,USD,,0.00,100.00,100.00,BASE,1C4RJEAG5LC268283,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62481773,06-MAY-25,USD,540.00,10395699876	,1C4RJEAG5LC268283 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,05-MAY-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,1C4RJEAG5LC268283,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62481773,06-MAY-25,USD,540.00,10396646199	,KL77LJE26RC197903 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,05-MAY-25,100.00,USD,,0.00,100.00,100.00,BASE,KL77LJE26RC197903,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62481773,06-MAY-25,USD,540.00,10396646199	,KL77LJE26RC197903 From BRIGHTON CO 80603 To AURORA CO 80011 Operable,05-MAY-25,100.00,USD,,0.00,100.00,0.00,Fuel Surcharge Per Mile,KL77LJE26RC197903,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62481773,06-MAY-25,USD,540.00,10396451358	,1C4HJXEN3MW812831 From DENVER CO 80234 To AURORA CO 80011 Operable,02-MAY-25,80.00,USD,,0.00,80.00,80.00,BASE,1C4HJXEN3MW812831,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62481773,06-MAY-25,USD,540.00,10396451358	,1C4HJXEN3MW812831 From DENVER CO 80234 To AURORA CO 80011 Operable,02-MAY-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1C4HJXEN3MW812831,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62481773,06-MAY-25,USD,540.00,10396935897	,5N1BT3CB8PC745226 From DENVER CO 80234 To AURORA CO 80011 Operable,02-MAY-25,80.00,USD,,0.00,80.00,80.00,BASE,5N1BT3CB8PC745226,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62481773,06-MAY-25,USD,540.00,10396935897	,5N1BT3CB8PC745226 From DENVER CO 80234 To AURORA CO 80011 Operable,02-MAY-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,5N1BT3CB8PC745226,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62481773,06-MAY-25,USD,540.00,10397717393	,1C4HJXDN2MW733250 From DENVER CO 80234 To AURORA CO 80011 Operable,02-MAY-25,80.00,USD,,0.00,80.00,80.00,BASE,1C4HJXDN2MW733250,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62481773,06-MAY-25,USD,540.00,10397717393	,1C4HJXDN2MW733250 From DENVER CO 80234 To AURORA CO 80011 Operable,02-MAY-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1C4HJXDN2MW733250,,,,,

