Supplier Name,Supplier #,Supplier Site,Payment Number,Payment Date,Payment Currency,Payment Amount,Invoice Number,Invoice Description,Invoice Date,Invoice Amount,Invoice Currency,Inv Amount Withheld,Inv Discount Taken,Inv Amount Paid,Line Amount,Line Description,VIN,Work Order,PO #,Contractor,Week Ending,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62646550,26-SEP-25,USD,505.00,10468007176	,JF2SH6CC5AG722004 From BROOMFIELD CO 80023 To AURORA CO 80011 Operable,24-SEP-25,80.00,USD,,0.00,80.00,80.00,BASE,JF2SH6CC5AG722004,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62646550,26-SEP-25,USD,505.00,10468007176	,JF2SH6CC5AG722004 From BROOMFIELD CO 80023 To AURORA CO 80011 Operable,24-SEP-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,JF2SH6CC5AG722004,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62646550,26-SEP-25,USD,505.00,10470044437	,1C4SDJCT6NC207281 From DENVER CO 80234 To AURORA CO 80011 Operable,24-SEP-25,105.00,USD,,0.00,105.00,105.00,BASE,1C4SDJCT6NC207281,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62646550,26-SEP-25,USD,505.00,10470044437	,1C4SDJCT6NC207281 From DENVER CO 80234 To AURORA CO 80011 Operable,24-SEP-25,105.00,USD,,0.00,105.00,0.00,Fuel Surcharge Per Mile,1C4SDJCT6NC207281,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62646550,26-SEP-25,USD,505.00,10470118725	,5NMS2DAJ8PH524668 From THORNTON CO 80233 To AURORA CO 80011 Operable,24-SEP-25,80.00,USD,,0.00,80.00,80.00,BASE,5NMS2DAJ8PH524668,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62646550,26-SEP-25,USD,505.00,10470118725	,5NMS2DAJ8PH524668 From THORNTON CO 80233 To AURORA CO 80011 Operable,24-SEP-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,5NMS2DAJ8PH524668,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62646550,26-SEP-25,USD,505.00,10471262971	,W1N9M0KB5PN046262 From WESTMINSTER CO 80020 To AURORA CO 80011 Operable,24-SEP-25,80.00,USD,,0.00,80.00,80.00,BASE,W1N9M0KB5PN046262,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62646550,26-SEP-25,USD,505.00,10471262971	,W1N9M0KB5PN046262 From WESTMINSTER CO 80020 To AURORA CO 80011 Operable,24-SEP-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,W1N9M0KB5PN046262,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62646550,26-SEP-25,USD,505.00,10469242080	,JM3KKEHA9R1121539 From BROOMFIELD CO 80020 To AURORA CO 80011 Operable,24-SEP-25,80.00,USD,,0.00,80.00,80.00,BASE,JM3KKEHA9R1121539,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62646550,26-SEP-25,USD,505.00,10469242080	,JM3KKEHA9R1121539 From BROOMFIELD CO 80020 To AURORA CO 80011 Operable,24-SEP-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,JM3KKEHA9R1121539,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62646550,26-SEP-25,USD,505.00,10470125363	,1C4RJKBG1M8185743 From DENVER CO 80234 To AURORA CO 80011 Operable,24-SEP-25,80.00,USD,,0.00,80.00,80.00,BASE,1C4RJKBG1M8185743,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62646550,26-SEP-25,USD,505.00,10470125363	,1C4RJKBG1M8185743 From DENVER CO 80234 To AURORA CO 80011 Operable,24-SEP-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1C4RJKBG1M8185743,,,,,

