Supplier Name,Supplier #,Supplier Site,Payment Number,Payment Date,Payment Currency,Payment Amount,Invoice Number,Invoice Description,Invoice Date,Invoice Amount,Invoice Currency,Inv Amount Withheld,Inv Discount Taken,Inv Amount Paid,Line Amount,Line Description,VIN,Work Order,PO #,Contractor,Week Ending,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62491137,13-MAY-25,USD,1049.20,10399816626	,JN1DF0BB3PM703578 From DENVER CO 80234 To AURORA CO 80011 Operable,10-MAY-25,80.00,USD,,0.00,80.00,80.00,BASE,JN1DF0BB3PM703578,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62491137,13-MAY-25,USD,1049.20,10399816626	,JN1DF0BB3PM703578 From DENVER CO 80234 To AURORA CO 80011 Operable,10-MAY-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,JN1DF0BB3PM703578,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62491137,13-MAY-25,USD,1049.20,04302025-PGS	,CCL Pain Gain Share Bonus April 2025,30-APR-25,184.20,USD,,0.00,184.20,184.20,CCL Performance Bonus,,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62491137,13-MAY-25,USD,1049.20,10394584425_050625	,,06-MAY-25,-80.00,USD,,0.00,-80.00,-80.00,,1N6ED1EK7PN615195,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62491137,13-MAY-25,USD,1049.20,10401084344	,3C6UR5TL6RG321549 From BRIGHTON CO 80601 To AURORA CO 80011 Operable,10-MAY-25,125.00,USD,,0.00,125.00,125.00,BASE,3C6UR5TL6RG321549,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62491137,13-MAY-25,USD,1049.20,10401084344	,3C6UR5TL6RG321549 From BRIGHTON CO 80601 To AURORA CO 80011 Operable,10-MAY-25,125.00,USD,,0.00,125.00,0.00,Fuel Surcharge Per Mile,3C6UR5TL6RG321549,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62491137,13-MAY-25,USD,1049.20,10397152453	,SADCJ2EX0NA690026 From BROOMFIELD CO 80020 To AURORA CO 80011 Operable,10-MAY-25,80.00,USD,,0.00,80.00,80.00,BASE,SADCJ2EX0NA690026,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62491137,13-MAY-25,USD,1049.20,10397152453	,SADCJ2EX0NA690026 From BROOMFIELD CO 80020 To AURORA CO 80011 Operable,10-MAY-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,SADCJ2EX0NA690026,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62491137,13-MAY-25,USD,1049.20,10398959863	,4S3BD6356S7226531 From WESTMINSTER CO 80234 To AURORA CO 80011 Operable,10-MAY-25,80.00,USD,,0.00,80.00,80.00,BASE,4S3BD6356S7226531,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62491137,13-MAY-25,USD,1049.20,10398959863	,4S3BD6356S7226531 From WESTMINSTER CO 80234 To AURORA CO 80011 Operable,10-MAY-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,4S3BD6356S7226531,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62491137,13-MAY-25,USD,1049.20,10399440537	,1C4RJKBG7N8522952 From BROOMFIELD CO 80020 To AURORA CO 80011 Operable,10-MAY-25,80.00,USD,,0.00,80.00,80.00,BASE,1C4RJKBG7N8522952,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62491137,13-MAY-25,USD,1049.20,10399440537	,1C4RJKBG7N8522952 From BROOMFIELD CO 80020 To AURORA CO 80011 Operable,10-MAY-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,1C4RJKBG7N8522952,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62491137,13-MAY-25,USD,1049.20,10397735215	,3N1BC13E28L446553 From THORNTON CO 80602 To AURORA CO 80011 Operable,10-MAY-25,80.00,USD,,0.00,80.00,80.00,BASE,3N1BC13E28L446553,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62491137,13-MAY-25,USD,1049.20,10397735215	,3N1BC13E28L446553 From THORNTON CO 80602 To AURORA CO 80011 Operable,10-MAY-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,3N1BC13E28L446553,,,,,

