Supplier Name,Supplier #,Supplier Site,Payment Number,Payment Date,Payment Currency,Payment Amount,Invoice Number,Invoice Description,Invoice Date,Invoice Amount,Invoice Currency,Inv Amount Withheld,Inv Discount Taken,Inv Amount Paid,Line Amount,Line Description,VIN,Work Order,PO #,Contractor,Week Ending,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62642836,24-SEP-25,USD,240.00,10467280829	,KNDPUCAF0P7210042 From DENVER CO 80234 To AURORA CO 80011 Operable,22-SEP-25,80.00,USD,,0.00,80.00,80.00,BASE,KNDPUCAF0P7210042,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62642836,24-SEP-25,USD,240.00,10467280829	,KNDPUCAF0P7210042 From DENVER CO 80234 To AURORA CO 80011 Operable,22-SEP-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,KNDPUCAF0P7210042,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62642836,24-SEP-25,USD,240.00,10467280218	,3KPF54ADXPE610459 From DENVER CO 80234 To AURORA CO 80011 Operable,22-SEP-25,80.00,USD,,0.00,80.00,80.00,BASE,3KPF54ADXPE610459,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62642836,24-SEP-25,USD,240.00,10467280218	,3KPF54ADXPE610459 From DENVER CO 80234 To AURORA CO 80011 Operable,22-SEP-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,3KPF54ADXPE610459,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62642836,24-SEP-25,USD,240.00,10468641767	,5XYRKDLF4PG220271 From DENVER CO 80234 To AURORA CO 80011 Operable,22-SEP-25,80.00,USD,,0.00,80.00,80.00,BASE,5XYRKDLF4PG220271,,,,,
S PROVISIONS LLC - CO,95744,RDY-CO-AURORA-1,62642836,24-SEP-25,USD,240.00,10468641767	,5XYRKDLF4PG220271 From DENVER CO 80234 To AURORA CO 80011 Operable,22-SEP-25,80.00,USD,,0.00,80.00,0.00,Fuel Surcharge Per Mile,5XYRKDLF4PG220271,,,,,

